Name,Grade,Stars,Type,Logs,Unnamed: 7,Crag
"Deep Zawn  Rockfax DescriptionThe best swiming and diving spot on the east coast of Portland is the narrow inlet under the red jib crane. These short walls, that drop straight into the water, now have a few micro deep water solos.","Deep Zawn  Rockfax DescriptionThe best swiming and diving spot on the east coast of Portland is the narrow inlet under the red jib crane. These short walls, that drop straight into the water, now have a few micro deep water solos.","Deep Zawn  Rockfax DescriptionThe best swiming and diving spot on the east coast of Portland is the narrow inlet under the red jib crane. These short walls, that drop straight into the water, now have a few micro deep water solos.","Deep Zawn  Rockfax DescriptionThe best swiming and diving spot on the east coast of Portland is the narrow inlet under the red jib crane. These short walls, that drop straight into the water, now have a few micro deep water solos.","Deep Zawn  Rockfax DescriptionThe best swiming and diving spot on the east coast of Portland is the narrow inlet under the red jib crane. These short walls, that drop straight into the water, now have a few micro deep water solos.","Deep Zawn  Rockfax DescriptionThe best swiming and diving spot on the east coast of Portland is the narrow inlet under the red jib crane. These short walls, that drop straight into the water, now have a few micro deep water solos.",Lighthouse Area
White Pony,V2,-,B,11,,Lighthouse Area
The World's Best Mono,V5,1,B,6,,Lighthouse Area
Salty Sea Dog,7a+,2,G,1,,Lighthouse Area
Sugar Daddy,7a+,1,G,40,,Lighthouse Area
All Things Being Relative,6a+,-,G,93,,Lighthouse Area
Relativity,6a+,-,G,58,,Lighthouse Area
The Red Crane Traverse,5a,2,G,232,,Lighthouse Area
Wall of Squares,6a,-,G,81,,Lighthouse Area
Red Crane Wall,6a,-,G,77,,Lighthouse Area
Red Crane Wall,Red Crane Wall,Red Crane Wall,Red Crane Wall,Red Crane Wall,Red Crane Wall,Lighthouse Area
Red Crane Groove,f5,-,B,2,R,Lighthouse Area
"Red Crane Groove, Sit-start",f6A,-,B,1,R,Lighthouse Area
Red Crane Arête Left,f6B,2,B,2,R,Lighthouse Area
"Red Crane Arête Left, Sit-start",f6C+,2,B,5,R,Lighthouse Area
Red Crane Arête,f6A,2,B,6,R,Lighthouse Area
"Red Crane Arête, Sit-start",f6B+,2,B,3,R,Lighthouse Area
Red Crane Flake,f5+,2,B,10,R,Lighthouse Area
"Red Crane Flake, Sit-start",f6A,3,B,16,R,Lighthouse Area
Red Crane Eliminate,f6A,1,B,2,R,Lighthouse Area
"Red Crane Eliminate, Sit-start",f6B+,2,B,3,R,Lighthouse Area
Red Crane Corner,f3,-,B,12,R,Lighthouse Area
Red Crane Notch,f4+,1,B,8,R,Lighthouse Area
"Red Crane Notch, Sit-start",f5+,-,B,5,R,Lighthouse Area
No Notch,f5+,1,B,6,R,Lighthouse Area
"No Notch, Sit-start",f6A,1,B,4,R,Lighthouse Area
Red Crane Crack,f4+,1,B,7,R,Lighthouse Area
"Red Crane Crack, Sit-start",f5+,1,B,3,R,Lighthouse Area
Stepped Arête,f3,1,B,10,R,Lighthouse Area
"Stepped Arête, Sit-start",f4,1,B,7,R,Lighthouse Area
No Arête,f3,1,B,9,R,Lighthouse Area
"No Arête, Sit-start",f6A,1,B,5,R,Lighthouse Area
Wide Groove,f4,1,B,9,R,Lighthouse Area
"Wide Groove, Sit-start",f6A,1,B,6,R,Lighthouse Area
Right Wall,f6A,-,B,9,R,Lighthouse Area
"Right Wall, Sit-start",f6B+,-,B,4,R,Lighthouse Area
The Pacifier,f4+,1,B,12,R,Lighthouse Area
"The Pacifier, Sit-start",f6A,2,B,8,R,Lighthouse Area
Moment in Time,f3,1,B,9,R,Lighthouse Area
Chronostasis,f5,1,B,11,R,Lighthouse Area
Mania,f4+,1,B,12,R,Lighthouse Area
Dissociative Amnesia,f3,1,B,11,R,Lighthouse Area
Parallax Shift,f4+,-,B,12,R,Lighthouse Area
Temporal Vortex,f4,1,B,9,R,Lighthouse Area
On European Time,f3,1,B,8,R,Lighthouse Area
Losing Time,f3,-,B,9,R,Lighthouse Area
"Hardy's Corner  Rockfax DescriptionA pleasant and sheltered little area above a wide flat base. In the summer the spot is very popular with sunbathers, but it will probably be too hot to climb.","Hardy's Corner  Rockfax DescriptionA pleasant and sheltered little area above a wide flat base. In the summer the spot is very popular with sunbathers, but it will probably be too hot to climb.","Hardy's Corner  Rockfax DescriptionA pleasant and sheltered little area above a wide flat base. In the summer the spot is very popular with sunbathers, but it will probably be too hot to climb.","Hardy's Corner  Rockfax DescriptionA pleasant and sheltered little area above a wide flat base. In the summer the spot is very popular with sunbathers, but it will probably be too hot to climb.","Hardy's Corner  Rockfax DescriptionA pleasant and sheltered little area above a wide flat base. In the summer the spot is very popular with sunbathers, but it will probably be too hot to climb.","Hardy's Corner  Rockfax DescriptionA pleasant and sheltered little area above a wide flat base. In the summer the spot is very popular with sunbathers, but it will probably be too hot to climb.",Lighthouse Area
Slopey Traverse,f6A,3,B,7,R,Lighthouse Area
Left Wall Traverse,f6A+,2,B,5,R,Lighthouse Area
Full Traverse,f6B+,2,B,2,R,Lighthouse Area
Magic Carpet,f6A,-,B,9,R,Lighthouse Area
Ninety Degrees,f4+,2,B,18,R,Lighthouse Area
Set Square,f5+,1,B,13,R,Lighthouse Area
Le Crunch,f6A,1,B,5,R,Lighthouse Area
Hardy's Corner,f3,1,B,22,R,Lighthouse Area
Parallelism,f6A,1,B,4,R,Lighthouse Area
Pythagoras,f6A,1,B,22,R,Lighthouse Area
Hardy's Wall,f5,1,B,20,R,Lighthouse Area
Hardy's Crack,f4,2,B,25,R,Lighthouse Area
Brutal Hardy,f6B,1,B,19,R,Lighthouse Area
Hardy Laid Back,f6A+,1,B,15,R,Lighthouse Area
Melting Point,f5+,1,B,13,R,Lighthouse Area
Right Wall Traverse,f6B+,1,B,4,R,Lighthouse Area
"Little Zawn  Rockfax DescriptionA friendly and secluded spot with a couple of hours of good bouldering in the f4 to f6B+ range. Unfortunately, the left side of the zawn is currently obscured by a large boulder.","Little Zawn  Rockfax DescriptionA friendly and secluded spot with a couple of hours of good bouldering in the f4 to f6B+ range. Unfortunately, the left side of the zawn is currently obscured by a large boulder.","Little Zawn  Rockfax DescriptionA friendly and secluded spot with a couple of hours of good bouldering in the f4 to f6B+ range. Unfortunately, the left side of the zawn is currently obscured by a large boulder.","Little Zawn  Rockfax DescriptionA friendly and secluded spot with a couple of hours of good bouldering in the f4 to f6B+ range. Unfortunately, the left side of the zawn is currently obscured by a large boulder.","Little Zawn  Rockfax DescriptionA friendly and secluded spot with a couple of hours of good bouldering in the f4 to f6B+ range. Unfortunately, the left side of the zawn is currently obscured by a large boulder.","Little Zawn  Rockfax DescriptionA friendly and secluded spot with a couple of hours of good bouldering in the f4 to f6B+ range. Unfortunately, the left side of the zawn is currently obscured by a large boulder.",Lighthouse Area
Against the Clock,f5+,1,B,7,R,Lighthouse Area
The Key,f6A,-,B,4,R,Lighthouse Area
Meter Revenge,f6A+,1,B,5,R,Lighthouse Area
Zero Traction,f6A,1,B,4,R,Lighthouse Area
Amphidromic System,f6A,1,B,3,R,Lighthouse Area
Tide Line,f4+,1,B,8,R,Lighthouse Area
Storm Surge,f6B+,-,B,1,R,Lighthouse Area
Salt Water Intrusion,f5+,-,B,4,R,Lighthouse Area
Nadir,f6A+,1,B,2,R,Lighthouse Area
Zenith,f6A+,1,B,2,R,Lighthouse Area
Syzygy,f6A,-,B,7,R,Lighthouse Area
Apogee,f5+,-,B,4,R,Lighthouse Area
Perigee,f5+,1,B,3,R,Lighthouse Area
Ebb and Flow,f4,1,B,6,R,Lighthouse Area
"Sector Pom Pom  Rockfax DescriptionA pleasant bay with some short, hard routes that are very bouldery, including the fabulous traverse of The Waveband. There are a number of very short bouldery routes bolted around the cove that are not recorded here. Good conditions are needed and are at their best in winter. The beach level varies. Tides - Only come here at very low tide. Dog Rock can be approached at mid-tide. Approach - The area is best approached from the Portland Bill car park (fee). Walk along the coast path in front of the beach huts to a cliff-top crane. Sector Pom Pom is 70m further along the coast path.","Sector Pom Pom  Rockfax DescriptionA pleasant bay with some short, hard routes that are very bouldery, including the fabulous traverse of The Waveband. There are a number of very short bouldery routes bolted around the cove that are not recorded here. Good conditions are needed and are at their best in winter. The beach level varies. Tides - Only come here at very low tide. Dog Rock can be approached at mid-tide. Approach - The area is best approached from the Portland Bill car park (fee). Walk along the coast path in front of the beach huts to a cliff-top crane. Sector Pom Pom is 70m further along the coast path.","Sector Pom Pom  Rockfax DescriptionA pleasant bay with some short, hard routes that are very bouldery, including the fabulous traverse of The Waveband. There are a number of very short bouldery routes bolted around the cove that are not recorded here. Good conditions are needed and are at their best in winter. The beach level varies. Tides - Only come here at very low tide. Dog Rock can be approached at mid-tide. Approach - The area is best approached from the Portland Bill car park (fee). Walk along the coast path in front of the beach huts to a cliff-top crane. Sector Pom Pom is 70m further along the coast path.","Sector Pom Pom  Rockfax DescriptionA pleasant bay with some short, hard routes that are very bouldery, including the fabulous traverse of The Waveband. There are a number of very short bouldery routes bolted around the cove that are not recorded here. Good conditions are needed and are at their best in winter. The beach level varies. Tides - Only come here at very low tide. Dog Rock can be approached at mid-tide. Approach - The area is best approached from the Portland Bill car park (fee). Walk along the coast path in front of the beach huts to a cliff-top crane. Sector Pom Pom is 70m further along the coast path.","Sector Pom Pom  Rockfax DescriptionA pleasant bay with some short, hard routes that are very bouldery, including the fabulous traverse of The Waveband. There are a number of very short bouldery routes bolted around the cove that are not recorded here. Good conditions are needed and are at their best in winter. The beach level varies. Tides - Only come here at very low tide. Dog Rock can be approached at mid-tide. Approach - The area is best approached from the Portland Bill car park (fee). Walk along the coast path in front of the beach huts to a cliff-top crane. Sector Pom Pom is 70m further along the coast path.","Sector Pom Pom  Rockfax DescriptionA pleasant bay with some short, hard routes that are very bouldery, including the fabulous traverse of The Waveband. There are a number of very short bouldery routes bolted around the cove that are not recorded here. Good conditions are needed and are at their best in winter. The beach level varies. Tides - Only come here at very low tide. Dog Rock can be approached at mid-tide. Approach - The area is best approached from the Portland Bill car park (fee). Walk along the coast path in front of the beach huts to a cliff-top crane. Sector Pom Pom is 70m further along the coast path.",Lighthouse Area
El Scorchio,6c,1,G,1,R,Lighthouse Area
Maximum Grrr...,7b,1,G,0,R,Lighthouse Area
The Favourite Game,VD,-,T,3,,Lighthouse Area
Beautiful Losers,VS,-,T,2,,Lighthouse Area
L'eau Profile,7c,1,G,0,R,Lighthouse Area
Private Dancer,6b,-,G,0,R,Lighthouse Area
Jug City,4a,-,G,3,R,Lighthouse Area
Jugalicious,3a,-,G,4,R,Lighthouse Area
Matt's Dilemma,3a,-,G,14,R,Lighthouse Area
Games Without Frontiers,4a,-,G,7,R,Lighthouse Area
The Dog's Bollocks,6a,-,G,10,R,Lighthouse Area
Time and Tide,4c,-,G,6,R,Lighthouse Area
Pom Pom Beach  Rockfax DescriptionA pleasant venue best known for the now deceased Waveband and a collection of short bouldery sport climbs. There are some more amenable but relatively unknown problems on the back wall of the cove.,Pom Pom Beach  Rockfax DescriptionA pleasant venue best known for the now deceased Waveband and a collection of short bouldery sport climbs. There are some more amenable but relatively unknown problems on the back wall of the cove.,Pom Pom Beach  Rockfax DescriptionA pleasant venue best known for the now deceased Waveband and a collection of short bouldery sport climbs. There are some more amenable but relatively unknown problems on the back wall of the cove.,Pom Pom Beach  Rockfax DescriptionA pleasant venue best known for the now deceased Waveband and a collection of short bouldery sport climbs. There are some more amenable but relatively unknown problems on the back wall of the cove.,Pom Pom Beach  Rockfax DescriptionA pleasant venue best known for the now deceased Waveband and a collection of short bouldery sport climbs. There are some more amenable but relatively unknown problems on the back wall of the cove.,Pom Pom Beach  Rockfax DescriptionA pleasant venue best known for the now deceased Waveband and a collection of short bouldery sport climbs. There are some more amenable but relatively unknown problems on the back wall of the cove.,Lighthouse Area
Nemean Lion,f4,-,B,5,R,Lighthouse Area
Lernaean Hydra,f5+,1,B,4,R,Lighthouse Area
Golden Hind of Artemis,f6A+,2,B,2,R,Lighthouse Area
Erymanthian Boar,f5+,1,B,6,R,Lighthouse Area
Augean Stables,f4+,2,B,8,R,Lighthouse Area
Stymphalian Birds,f4+,-,B,6,R,Lighthouse Area
Cretan Bull,f4+,1,B,6,R,Lighthouse Area
Mares of Diomedes,f6A,-,B,3,R,Lighthouse Area
Girdle of Hippolyta,f6A+,2,B,2,R,Lighthouse Area
Geryon,f6A,1,B,5,R,Lighthouse Area
Hesperides,f3,1,B,6,R,Lighthouse Area
Cerberus,f4+,1,B,6,R,Lighthouse Area
Thirty Years Young,E3 6b,-,T,1,,Lighthouse Area
Burbage Belle,7c,1,G,0,R,Lighthouse Area
The Big Blue,7c+,2,G,1,R,Lighthouse Area
Ninth Wave,7a+,1,G,3,R,Lighthouse Area
Zimmerframe with Attitude,7c,-,G,1,R,Lighthouse Area
The O'lympets,6c+,-,G,1,R,Lighthouse Area
The Waveband,V9,3,B,1,R,Lighthouse Area
Honorary Froggatt,7b+,1,G,1,R,Lighthouse Area
Pocketful of Shells,7b,-,G,1,R,Lighthouse Area
A Girl of the Limberlost,6b,-,G,6,R,Lighthouse Area
Flake Crack,D,-,T,3,,Lighthouse Area
The Huts Have Eyes,6a+,-,G,3,R,Lighthouse Area
Somewhere West of Laramie,6a+,-,G,2,R,Lighthouse Area
Not in Kansas Anymore,6a+,-,G,3,R,Lighthouse Area
Mermaid,D,-,T,3,,Lighthouse Area
Nicodemus Knob,Nicodemus Knob,Nicodemus Knob,Nicodemus Knob,Nicodemus Knob,Nicodemus Knob,Nicodemus Knob
